artist,album,albumyear,genre,bayesian,votes,rating,played
King Misfit,Under Ancient Ground,2011,"Progressive Metal, Symphonic",4.11,24,4.31,88
King's X,Please Come Home...Mr. Bulbous,2000,"Prog Related, AOR",3.98,17,3.88,36
King's X,Live Love In London CD1,2010,Progressive Rock,4.00,17,3.94,60
King's X,Live Love In London CD2,2010,Progressive Rock,4.02,17,4.03,17
King's X,Dogman,1994,"Prog Related, AOR",4.07,93,4.10,314
King's X,Ear Candy,1996,"Prog Related, AOR",4.11,47,4.21,209
King's X,Best of King's X,1997,"Prog Related, AOR",4.12,70,4.20,173
King's X,Out Of The Silent Planet,1988,"Prog Related, AOR",4.13,65,4.22,215
King's X,Tape Head,1998,"Prog Related, AOR",4.14,45,4.28,104
King's X,XV,2008,"Prog Related, AOR",4.15,98,4.22,174
King's X,Faith Hope Love,1990,"Prog Related, AOR",4.21,110,4.29,427
King's X,King's X,1992,"Prog Related, AOR",4.22,79,4.35,271
King's X,Gretchen Goes To Nebraska,1989,"Prog Related, AOR",4.25,141,4.33,543
KingBathmat,Truth Button,2012,"Progressive Rock, Psychedelic Rock, Space Rock",4.05,6,4.33,38
KingBathmat,Overcoming The Monster,2013,"Progressive Rock, Psychedelic Rock, Space Rock",4.05,11,4.23,28
Kingcrow,Insider,2003,Progressive Metal,3.97,14,3.82,28
Kingcrow,Live in Atlanta,2013,Progressive Metal,4.10,12,4.46,31
Kingcrow,Eidos,2015,Progressive Metal,4.18,31,4.44,75
Kingcrow,Phlegethon,2010,Progressive Metal,4.18,121,4.25,533
Kingcrow,In Crescendo,2013,Progressive Metal,4.24,102,4.35,336
Kingfisher Sky,Arms of Morpheus,2014,"Heavy Prog, Female Fronted",4.01,4,4.00,12
Kingfisher Sky,Arms of Morpheus,2014,"Heavy Prog, Female Fronted",4.01,4,4.00,13
Kingfisher Sky,Skin of the Earth,2010,"Heavy Prog, Female Fronted",4.07,34,4.15,86
Kingfisher Sky,Skin of the Earth,2010,"Heavy Prog, Female Fronted",4.07,33,4.15,70
Kingfisher Sky,Hallway of dreams,2007,"Heavy Prog, Female Fronted",4.20,86,4.30,311
Kingfisher Sky,Hallway of dreams,2007,"Heavy Prog, Female Fronted",4.20,89,4.31,309
Kino,Picture,2005,"Neo-Prog, Progressive Rock",4.08,132,4.11,549
Kirk,Masquerade,2014,"Progressive Metal, Power Metal, Melodic Metal",4.11,17,4.38,42
Kiuas,The New Dark Age,2008,"Progressive Metal, Melodic Metal",4.01,41,4.01,77
Klaus Schulze,Timewind,1975,Electronic,0.00,0,0.00,0
Klaus Schulze,Timewind Cd 2,1975,Electronic,0.00,0,0.00,0
Klone,Here Comes The Sun,2015,Progressive Metal,0.00,0,0.00,6
Knight Area,Between Two Steps [EP],2013,"Neo-Prog, Progressive Rock, Symphonic",4.02,3,4.17,11
Knight Area,Nine Paths,2011,"Neo-Prog, Progressive Rock, Symphonic",4.04,23,4.09,71
Knight Area,Hypderdrive,2014,"Neo-Prog, Progressive Rock, Symphonic",4.04,9,4.17,29
Knight Area,Under A New Sign,2007,"Neo-Prog, Progressive Rock, Symphonic",4.10,93,4.14,256
Knight Area,The Sun Also Rises,2004,"Neo-Prog, Progressive Rock, Symphonic",4.12,46,4.23,268
Knight Area,Realm of Shadows,2009,"Neo-Prog, Progressive Rock, Symphonic",4.19,62,4.32,230
Koi,In Tomorrow Hid Yesterday,2010,Heavy Prog,3.95,27,3.83,101
Konchordat,Rise To The Order,2016,"Neo-Prog, Progressive Rock",4.00,3,3.83,3
Konchordat,The New Crusade,2011,"Neo-Prog, Progressive Rock",4.01,7,4.00,20
Konchordat,English Ghosts,2009,"Neo-Prog, Progressive Rock",4.04,5,4.30,15
Kopecky,Blood,2006,"Progressive Rock, King Crimson & Influenced Contemporary",4.16,56,4.29,182
Kotipelto,Waiting For The Dawn,2002,"Progressive Metal, Neo Classical, Power Metal",3.98,20,3.90,97
Kotipelto,Coldness,2004,"Progressive Metal, Neo Classical, Power Metal",4.04,8,4.19,65
Kotipelto,Serenity,2007,"Progressive Metal, Neo Classical, Power Metal",4.07,22,4.18,57
Kouzin Bedlam,Longing For The Incomplete,2014,"Progressive Metal, Power Metal",4.00,4,3.87,4
Koyaanisqatsy,Internet Release,2007,"Progressive Metal, Neo Classical, Symphonic, Instrumental",4.15,16,4.56,54
Koyaanisqatsy,From The Yearning To Burst - The Perpetual Circle,2000,"Progressive Metal, Neo Classical, Symphonic, Instrumental",4.54,375,4.61,1544
Kramer,Life Cycle,2007,"Progressive Metal, Neo Classical",3.93,20,3.73,35
Krysalyd,Digression,2006,"Progressive Metal, Post Metal",4.22,96,4.33,341
KSIZ,Sandcrawler,2007,"Progressive Metal, Heavy Prog-Fusion, Technical, Instrumental",3.99,17,3.91,30
KSIZ,Nerve of War,2012,"Progressive Metal, Heavy Prog-Fusion, Technical, Instrumental",4.22,49,4.42,192
Kylver,The Mountain Ghost,2015,"Heavy Prog, Instrumental",4.01,1,4.00,7
La coscienza di Zeno,La notte anche di giorno,2015,Progressive Rock,4.01,2,4.00,6
La Maquina de hacer Pajaro,La Maquina de Hacer Pajaros,1976,"Progressive Rock, Symphonic",3.89,24,3.63,50
La Mar,La Mar,2012,"Progressive Metal, Post Rock",4.01,6,4.00,16
La Maschera Di Cera,The Gates Of Tomorrow,2013,"Progressive Rock, Symphonic Italian School",4.03,12,4.08,21
La Maschera Di Cera,LuxAde,2006,"Progressive Rock, Symphonic Italian School",4.07,32,4.16,90
La Nuova Creazione,Harleking Re Dei Colori,2014,Progressive Rock,4.01,3,4.00,4
La Torre dell'Alchimista,La Torre dell'Alchimista,2001,"Progressive Rock, Symphonic Italian School",3.91,29,3.72,60
La Torre dell'Alchimista,Neo,2007,"Progressive Rock, Symphonic Italian School",4.04,36,4.08,90
La Tulipe Noire,Nostimon Hemar,2006,"Neo-Prog, Progressive Rock, Female Fronted",3.96,35,3.87,83
La Tulipe Noire,Faded Leaves,2002,"Neo-Prog, Progressive Rock, Female Fronted",3.98,30,3.92,133
La-Ventura,A New Begininng,2008,Progressive Metal,4.01,40,4.01,67
Labyrinth,Sons of Thunder,2000,"Progressive Metal, Power Metal",3.94,9,3.56,31
Labyrinth,Freeman,2005,"Progressive Metal, Power Metal",4.07,32,4.16,280
Labyrinth,6 Days To Nowhere,2007,"Progressive Metal, Power Metal",4.14,47,4.27,155
Lacuna Coil,Unleashed Memories,2000,"Progressive Metal, Goth Doom, Female Fronted",4.07,62,4.11,137
Lacuna Coil,Lacuna Coil,1997,"Progressive Metal, Goth Doom, Female Fronted",4.15,24,4.42,75
Lacuna Coil,Karmacode,2006,"Progressive Metal, Goth Doom, Female Fronted",4.17,57,4.30,235
Lacuna Coil,In A Reverie,1999,"Progressive Metal, Goth Doom, Female Fronted",4.20,60,4.35,185
Lacuna Coil,Comalies,2002,"Progressive Metal, Goth Doom, Female Fronted",4.32,129,4.44,920
Lake,Paradise Island,1979,"Krautrock, Crossover Prog",3.97,5,3.50,8
Lake,Lake,1977,"Krautrock, Crossover Prog",4.00,11,3.91,30
Lalle Larsson's Weaveworld,Lalle Larssons Weaveworld,2009,"Prog-Fusion, Keyboard Oriented, Instrumental",4.10,66,4.17,91
Lalle Larsson's Weaveworld,Nightscapes,2012,Rock,4.11,19,4.37,49
Lalle Larsson's Weaveworld,Infinity Of Worlds,2010,"Prog-Fusion, Keyboard Oriented, Instrumental",4.17,64,4.29,275
Lalu,Live At P60,2015,Progressive Metal,4.02,4,4.13,11
Lalu,Atomic Ark,2013,Progressive Metal,4.19,55,4.35,120
Lalu,Oniric Metal,2005,"Progressive Metal, Keyboard Oriented",4.41,214,4.50,1113
Lana Lane,Garden Of The Moon,1998,"Prog Related, Symphonic",3.92,28,3.75,144
Lana Lane,Winter Sessions,2003,"Prog Related, Symphonic",3.95,25,3.82,45
Lana Lane,Project Shangri-La,2002,"Prog Related, Symphonic",3.97,26,3.88,136
Lana Lane,El Dorado Hotel,2012,"Prog Related, Symphonic",3.99,8,3.81,19
Lana Lane,Ballad Collection (Disc 2),2000,"Prog Related, Symphonic",4.00,8,3.94,20
Lana Lane,10th Anniversary Concert,2005,"Prog Related, Symphonic",4.02,19,4.03,82
Lana Lane,Red Planet Boulevard,2007,"Prog Related, Symphonic",4.02,40,4.02,115
Lana Lane,Return To Japan (DISC 2-Acoustic Live And Special Events),2004,"Prog Related, Symphonic",4.03,16,4.06,87
Lana Lane,Ballad Collection (Disk 1),2000,"Prog Related, Symphonic",4.04,7,4.21,15
Lana Lane,Return To Japan (DISC 1-Lana Lane Band),2004,"Prog Related, Symphonic",4.07,21,4.19,110
Lana Lane,Lana Lane / Erik Norlander / Rocket Scientists: European Tour 2003 Souvenir CD (Limited Edition),2003,"Prog Related, Symphonic",4.10,15,4.37,48
Lana Lane,Lana Lane / Erik Norlander / Rocket Scientists / European Tour 2001 Souvenir CD,2001,"Prog Related, Symphonic",4.10,22,4.30,57
Lana Lane,Queen Of The Ocean,1999,"Prog Related, Symphonic",4.11,37,4.23,118
Lana Lane,Lady Macbeth,2005,"Prog Related, Symphonic",4.13,55,4.24,303
Lana Lane,Secrets Of Astrology,2000,"Prog Related, Symphonic",4.14,61,4.25,292
Lana Lane,Covers Collection,2003,"Prog Related, Symphonic, Cover Songs",4.19,81,4.29,116
Lance King,A Moment in Chiros,2011,Melodic Metal,4.09,65,4.14,362
Land Of Tales,Silence.,2008,"Progressive Metal, Melodic Metal",3.96,12,3.75,30
Landmarq,Thunderstruck,1999,"Neo-Prog, Progressive Rock, Female Fronted",3.98,24,3.92,74
Lanfear,Zero Poems,2000,"Progressive Metal, Technical DTI",4.04,9,4.17,92
Lanfear,Another Golden Rage,2005,"Progressive Metal, Technical DTI",4.10,20,4.33,159
Lanfear,Art Effect,2003,"Progressive Metal, Technical DTI",4.12,13,4.50,113
Lanfear,X to the Power of Ten,2008,"Progressive Metal, Technical DTI",4.14,60,4.25,275
Láquesis,Láquesis,2013,"Progressive Rock, Symphonic",4.01,3,4.00,5
Lars Boutrup,The Symphonic Dream,2011,"Progressive Rock, Keyboard Oriented, ELP & Influenced",3.90,18,3.58,22
Last Tribe,Witch Dance,2002,Melodic Metal,4.04,43,4.06,114
Last Warning,Throughout Time,2009,Progressive Metal,4.02,9,4.06,16
Latte E Miele,Passio Secundum Mattheum (The Complete Work),2014,Progressive Rock,4.01,1,4.00,9
Laundry,Blacktongue,1994,"RIO/Avant-Prog, Experimental",3.82,39,3.58,81
Lava Engine,In Limbo,2011,Progressive Metal,3.99,35,3.96,221
Lazuli,Amnésie,2003,"Eclectic Prog, Experimental",3.97,21,3.86,31
Lazuli,Nos âmes saoules,2016,"Eclectic Prog, Experimental",3.99,1,3.00,6
Lazuli,En Avant Doute...,2007,"Eclectic Prog, Experimental",4.00,25,3.98,49
Lazuli,Tant Que L'herbe Est Grasse,2014,"Eclectic Prog, Experimental",4.23,25,4.64,47
Le Orme,Felona E Sorona,1973,"Progressive Rock, Symphonic Italian School",3.89,34,3.71,134
Leafblade,The Kiss Of Spirit And Flesh,2013,"Post Rock, Dark",3.99,8,3.81,18
Leafless Tree,The First Leaf,2009,"Progressive Rock, Symphonic",4.16,70,4.26,413
Leap Day,Awaking The Muse,2009,"Neo-Prog, Progressive Rock",3.95,41,3.87,147
Leaves' Eyes,Legend Land,2006,"Melodic Metal, Goth Doom, Nordic, Female Fronted",4.05,42,4.08,102
Leaves' Eyes,Vinland Saga (Limited Edition),2005,"Melodic Metal, Goth Doom, Nordic, Female Fronted",4.05,85,4.08,464
Leaves' Eyes,Symphonies Of The Night,2013,"Melodic Metal, Goth Doom, Nordic, Female Fronted",4.07,6,4.50,21
Leaves' Eyes,Lovelorn,2004,"Melodic Metal, Goth Doom, Nordic, Female Fronted",4.11,28,4.27,78
Lebowski,Cinematic,2010,"Progressive Rock, Crossover Prog",4.03,81,4.04,360
Lee Abraham,The Seasons Turn,2016,Progressive Rock,0.00,0,0.00,0
Lee Abraham,View From The Bridge,2004,Crossover Prog,3.96,12,3.75,32
Lee Abraham,Distant Days,2014,Crossover Prog,4.00,13,3.96,29
Lee Abraham,Black & White,2009,Crossover Prog,4.14,41,4.29,145
Legend,Spirit,2013,"Neo-Prog, Progressive Rock, Female Fronted",4.03,1,5.00,15
Lemur Voice,Divided,1999,"Progressive Metal, Technical DTI, Cover Songs",4.04,85,4.06,337
Lemur Voice,Insights,1996,"Progressive Metal, Technical DTI",4.24,85,4.37,489
Leonardo - The Absolute Man,Original Cast Recording,2001,"Rock Opera, Heavy Prog, Symphonic",4.04,51,4.07,202
Leprechaun,Leprechaun,2008,"Heavy Prog-Fusion, Guitar Oriented Rock, Instrumental",4.05,68,4.07,151
Leprous,Aeolia,2006,"Progressive Metal, Death Metal, Thrash",3.95,51,3.89,174
Leprous,Coal,2013,"Progressive Metal, Death Metal, Thrash",4.10,68,4.15,148
Leprous,The Congregation,2015,"Progressive Metal, Death Metal, Thrash",4.15,27,4.39,67
Leprous,Tall Poppy Syndrome,2009,"Progressive Metal, Death Metal, Thrash",4.32,252,4.38,1114
Leprous,Bilateral,2011,"Progressive Metal, Death Metal, Thrash",4.35,178,4.44,740
Les Claypool's Frog Brigade,Live Frogs Set 2 (Animals),2001,"Progressive Rock, Psychedelic Rock, Space Rock, Pink Floyd and Influenced, Cover Songs",4.01,66,4.00,95
Leslie Spring,Gods And Machines,2003,"Progressive Metal, Guitar Oriented Metal",4.05,15,4.17,72
Lesoir,Luctor Et Emergo,2014,"Crossover Prog, Female Fronted",4.01,1,4.00,1
Lesoir,Transcience,2013,"Crossover Prog, Female Fronted",4.02,1,4.50,3
Level Pi,Electronic Sheep,2009,"Progressive Rock, Prog-Fusion",3.94,15,3.70,19
Level Pi,Dunkelstunde,2011,"Progressive Rock, Prog-Fusion",3.99,15,3.90,24
Leverage,Blind Fire,2008,Progressive Metal,4.00,17,3.94,26
Leverage,Tides,2006,Progressive Metal,4.03,24,4.06,56
Levin Minnemann Rudess,Levin Minnemann Rudess,2013,"Heavy Prog-Fusion, Keyboard Oriented, Instrumental",4.14,35,4.31,68
Lifesigns,Lifesigns,2013,"Neo-Prog, Progressive Rock, Symphonic",4.14,40,4.30,96
Light Damage,Light Damage,2014,"Neo-Prog, Progressive Rock",4.03,2,4.50,12
Lightspeed,Waves,2006,Progressive Rock,3.93,27,3.78,67
Lindsey Boullt,Composition,2007,"Crossover Prog, Eastern/Ethnic Influence, Instrumental",3.97,23,3.87,32
Lion Shepherd,Hiraeth,2015,"Progressive Rock, Psychedelic Rock,  Eastern/Ethnic Influence",4.01,3,4.00,14
Liquid Scarlet,II,2005,Heavy Prog,3.87,38,3.67,98
Liquid Tension Experiment,Liquid Trio Experiment - Spontaneous Combustion,2007,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",3.93,20,3.73,54
Liquid Tension Experiment,Liquid Trio Experiment - Spontaneous Combustion,2007,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",3.95,21,3.79,55
Liquid Tension Experiment,Liquid Tension Experiment 1,1998,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.54,312,4.63,971
Liquid Tension Experiment,Liquid Tension Experiment 1,1998,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.55,310,4.63,892
Liquid Tension Experiment,Liquid Tension Experiment 2,1999,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.63,299,4.73,796
Liquid Tension Experiment,Liquid Tension Experiment 2,1999,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.63,297,4.73,868
Lisa LaRue Project 2K9,World Class,2009,"Crossover Prog, Symphonic",3.95,15,3.73,23
Lithium/Dawn,AION,2012,"Progressive Metal, Experimental",4.00,12,3.92,30
Little Atlas,Automatic Day,2013,"Neo-Prog, Progressive Rock",4.03,36,4.06,68
Little Atlas,Surface Serene,2003,"Neo-Prog, Progressive Rock",4.11,33,4.26,93
Little Atlas,Hollow,2007,"Neo-Prog, Progressive Rock",4.13,62,4.22,158
Little Atlas,Wanderlust,2005,"Neo-Prog, Progressive Rock",4.13,37,4.28,177
Little Tragedies,The Paris Symphony,2009,"Progressive Rock, Symphonic",4.01,1,4.00,1
Little V,Metal Effect,2011,"Progressive Metal, Ambient, Techno, Instrumental",3.93,18,3.69,31
Little V,Wants To Battle,2014,"Progressive Metal, Ambient, Techno, Instrumental",4.05,8,4.25,20
Living Stilts,Shipwreck,2014,Crossover Prog,3.99,2,3.25,13
Lizard,W galerii czasu,1997,"Progressive Rock, Eclectic Prog, King Crimson & Influenced Contemporary",3.90,26,3.69,55
Look To Windward,Fortunes Haze,2010,Progressive Rock,4.01,9,4.00,15
Looking-Glass Lantern,The Hound of the Baskervilles,2014,"Progressive Rock, Neo-Prog",3.98,6,3.67,7
Looking-Glass Lantern,A Tapestry of Tales,2013,"Progressive Rock, Neo-Prog",4.02,2,4.25,5
Loose Change,Live At The Grainstore,2004,"Jazz Fusion, Instrumental",4.00,25,3.98,49
Loraine,An Autumn Evening EP,2012,"Post Rock, Experimental, Instrumental",4.00,19,3.97,84
Lord Of Mushrooms,7 Deadly Songs,2005,"Progressive Metal, Technical DTI",4.10,72,4.17,221
Lord Of Mushrooms,Perspectives,2012,"Progressive Metal, Technical DTI",4.19,76,4.31,292
Loreena McKennitt,A Midwinter Night's Dream,2008,"Folk/Celtic, Ambient, Christmas",3.90,26,3.67,61
LoreWeaver,Imperviae Auditiones,2011,Heavy Prog,3.98,11,3.82,19
Lost in Thought,Opus Arise,2011,Progressive Metal,4.19,79,4.30,282
Lost World,Awakening of the Elements,2006,"Eclectic Prog, Symphonic, Violin Oriented, Instrumental",3.97,84,3.95,227
Lost World,Trajectories,2001,"Eclectic Prog, Symphonic, Violin Oriented, Instrumental",4.00,35,3.99,154
Love de Vice,2010 Progpower Sampler,2010,Progressive Metal,0.00,0,0.00,0
Luca Turilli,Prophet Of The Last Eclipse,2004,"Progressive Metal, Power Metal, Neo Classical, Epic",3.95,43,3.87,147
Luca Turilli,King Of The Nordic Twilight,1999,"Progressive Metal, Power Metal, Neo Classical, Epic",4.02,12,4.04,20
Luca Turilli's Rhapsody,Ascending To Infinity,2012,"Progressive Metal, Power Metal, Neo Classical, Epic",4.02,18,4.03,39
Lucas White Edsey,LWE,2006,"Prog-Fusion, Instrumental, Keyboard Oriented",3.97,38,3.91,107
Lucid Fly,Adapting To Gravity,2002,"Melodic Metal, Female Fronted",4.02,7,4.07,69
Lullacry,Crucify My Heart,2003,"Melodic Metal, Female Fronted",3.98,29,3.93,169
Lumsk,Åsmund Frægdegjevar,2003,"Progressive Metal, Goth Doom, Folk/Celtic",4.03,15,4.10,32
Lumsk,Troll,2003,"Progressive Metal, Goth Doom, Folk/Celtic",4.06,15,4.20,21
Lumsk,Det Vilde Kor,2007,"Progressive Metal, Goth Doom, Folk/Celtic",4.07,21,4.19,52
Lunatic Soul,Lunatic Soul 2,2010,Progressive Rock,3.96,37,3.88,74
Lunatic Soul,Impressions,2011,Progressive Rock,4.04,11,4.14,26
Lunatic Soul,Walking On A Flashlight Beam,2014,Progressive Rock,4.09,17,4.32,29
Lunatic Soul,Lunatic Soul,2008,"Progressive Rock, Post Rock, Ambient, Dark",4.29,133,4.40,450
Lunatica,Fables & Dreams,2004,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.98,29,3.93,116
Lunatica,New Shores,2009,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",4.24,63,4.42,153
Lunocode,Celestial Harmonies,2012,"Progressive Metal, Female Fronted",4.01,2,4.00,9
Lux Aeterna,Echoes from Silence,2013,"Progressive Metal, Female Fronted",4.02,8,4.06,13
Lydian Sea,Lydian Sea,2001,"Progressive Metal, Technical DTI",3.95,12,3.67,44
Lydian Sea,Architect of Humanity,2005,"Progressive Metal, Technical DTI",4.01,47,4.00,493
Lye By Mistake,Fea Jur,2009,"Experimental, Post Metal",3.97,2,2.75,7
Lyrian,The Tongues Of Men And Angels,2012,Crossover Prog,3.97,7,3.64,7
MacAlpine; Brunel; Chambers; Auger,Cab4,2003,"Jazz Fusion, Instrumental",3.94,68,3.89,114
Machine Men,Elegies,2005,"Progressive Metal, Melodic Metal",4.05,24,4.12,201
Machine Men,Scars & Wounds,2003,"Progressive Metal, Melodic Metal",4.08,20,4.25,83
Machine Men,Circus of fools,2007,"Progressive Metal, Melodic Metal",4.12,48,4.22,270
Mad Fellaz,Mad Fellaz,2013,Progressive Rock,4.00,8,3.88,18
Mad Fellaz,Mad Fellaz II,2016,Progressive Rock,4.00,5,3.90,11
Madsword,Underground Symphony,1994,"Progressive Metal, Power Metal, Technical DTI",3.95,1,0.50,2
Madsword,The Global Villiage,1999,"Progressive Metal, Power Metal, Technical DTI",4.23,95,4.34,521
Maestrick,Unpuzzle,2012,"Progressive Metal, RIO/Avant-Prog, Symphonic, Experimental",4.02,16,4.03,27
Maeve Of Connacht,Imaginary Tales,2001,"Progressive Metal, Technical DTI",3.95,15,3.73,55
Magellan,Hundred Year Flood,2002,"Progressive Rock, Symphonic",3.88,29,3.66,26
Magellan,Symphony For A Misanthrope,2005,"Progressive Rock, Symphonic",3.89,37,3.72,56
Magellan,Innocent God,2007,"Progressive Rock, Symphonic",4.00,4,3.75,8
Magellan,Hour Of Restoration,1991,"Progressive Rock, Symphonic",4.02,12,4.04,24
Magellan,Impossible figures,2003,"Progressive Rock, Symphonic",4.07,28,4.18,81
Magellan,Impending Ascension,1993,"Progressive Rock, Symphonic",4.08,40,4.16,162
Magellan,Test Of Wills,1997,"Progressive Rock, Symphonic",4.11,32,4.25,85
Magenta,Home,2006,"Neo-Prog, Progressive Rock, Female Fronted",3.93,62,3.85,214
Magenta,The Twenty Seven Club,2013,"Neo-Prog, Progressive Rock, Female Fronted",3.94,18,3.72,15
Magenta,Revolutions (CD 1),2001,"Neo-Prog, Progressive Rock, Female Fronted",4.04,19,4.11,20
Magenta,Night And Day (With Annie Haslam),2006,"Neo-Prog, Progressive Rock, Female Fronted",4.04,13,4.15,62
Magenta,Revolutions (CD 2),2001,"Neo-Prog, Progressive Rock, Female Fronted",4.08,25,4.20,25
Magenta,New York Suite,2006,"Neo-Prog, Progressive Rock, Female Fronted",4.15,43,4.30,98
Magenta,Metamorphosis.,2008,"Neo-Prog, Progressive Rock, Female Fronted",4.15,95,4.22,219
Magenta,Seven,2004,"Neo-Prog, Progressive Rock, Female Fronted",4.21,68,4.35,115
Magic Elf,Elf Tales,1998,"Heavy Prog-Fusion, Guitar Oriented Rock, Instrumental",3.96,40,3.90,90
Magic Elf,Live EP,2000,"Heavy Prog-Fusion, Guitar Oriented Rock, Instrumental",4.09,24,4.23,50
Magic Elf,Heavy Meddle,2003,"Heavy Prog-Fusion, Guitar Oriented Rock, Instrumental",4.12,141,4.16,694
Magic Pie,King For A Day,2015,"Heavy Prog, Symphonic",4.08,10,4.40,25
Magic Pie,Internet Release,2007,"Progressive Rock, Symphonic",4.10,16,4.34,20
Magic Pie,The Suffering Joy,2011,"Heavy Prog, Symphonic",4.15,103,4.21,438
Magic Pie,Circus of Life,2007,"Heavy Prog, Symphonic",4.27,144,4.35,506
Magic Pie,Motions Of Desire,2005,"Heavy Prog, Symphonic",4.40,200,4.50,788
Magion,A Different Shade Of Darkness,2013,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",4.04,11,4.14,23
Magnitude 9,Chaos To Control,1998,"Progressive Metal, Technical DTI",3.98,18,3.89,77
Magnitude 9,Decoding The Soul,2004,"Progressive Metal, Technical DTI",4.13,51,4.24,285
Magnitude 9,Reality In Focus,2001,"Progressive Metal, Technical DTI",4.25,83,4.39,375
Magnum,Escape from the Shadow Garden,2014,"Prog Related, Hard Rock",4.00,6,3.83,21
Magnum,Chase The Dragon (Expanded Edition),1982,"Prog Related, Hard Rock",4.04,4,4.38,116
Magnum,The Eleventh Hour!,1983,"Prog Related, Hard Rock",4.07,35,4.14,108
Magnum,Chase The Dragon (Expanded Edition),1982,"Prog Related, Hard Rock",4.13,37,4.28,145
Magnum,On A Storyteller's Night,1985,"Prog Related, Hard Rock",4.18,36,4.42,131
Mago De Oz,Gaia I,2003,,0.00,0,0.00,0
Mago de Oz,Belfast,2004,"Progressive Metal, Power Metal, Folk/Celtic",3.98,7,3.71,17
Mago de Oz,Gaia II (Disc 2),2005,"Progressive Metal, Power Metal, Folk/Celtic",3.99,6,3.75,10
Mago de Oz,Gaia II (Disc 1),2005,"Progressive Metal, Power Metal, Folk/Celtic",4.04,11,4.14,20
Magrathea,Legends,2004,"Progressive Rock, Symphonic",3.95,48,3.89,113
Mahavishnu Orchestra,Birds of Fire,1973,Jazz Fusion,3.97,41,3.91,186
Mahavishnu Orchestra,The Inner Mounting Flame,1971,Jazz Fusion,3.98,39,3.94,63
Mahavishnu Orchestra,Between Nothingness & Eternity,1973,Jazz Fusion,4.01,16,4.00,14
Mahavishnu Orchestra,The Lost Trident Sessions,1999,Jazz Fusion,4.02,16,4.03,36
Mahogany Head Grenade,Return To The Point Of Departure,2013,"Progressive Metal, Technical DTI, Instrumental",4.00,8,3.94,18
Mahtrak,Panorama,2009,"Prog-Fusion, Instrumental",3.98,24,3.92,38
Majestic,Ataraxia,2010,"Neo-Prog, Progressive Rock, Psychedelic Rock, Symphonic, Female Fronted",3.94,37,3.85,61
Majestic,V.O.Z.(Disk 2),2012,"Neo-Prog, Progressive Rock, Psychedelic Rock, Symphonic, Female Fronted",3.95,10,3.60,13
Majestic,Epsilon 1,2014,"Neo-Prog, Progressive Rock, Psychedelic Rock, Symphonic, Female Fronted",4.01,5,4.00,13
Majestic,V.O.Z.(Disk 1),2012,"Neo-Prog, Progressive Rock, Psychedelic Rock, Symphonic, Female Fronted",4.02,2,4.25,12
Majestic,Epsilon 2,2014,"Neo-Prog, Progressive Rock, Psychedelic Rock, Symphonic, Female Fronted",4.04,10,4.15,24
Majestic,Arrival.,2009,"Neo-Prog, Progressive Rock, Psychedelic Rock, Symphonic, Female Fronted",4.07,30,4.15,37
Majestic (SE),Abstract Symphony,1999,"Progressive Metal, Neo Classical, Keyboard Oriented",3.91,26,3.71,112
Majestic (SE),Trinity Overture,2000,"Progressive Metal, Neo Classical, Keyboard Oriented",3.97,32,3.89,96
Majestic Vanguard,Beyond The Moon,2005,"Progressive Metal, Power Metal, Melodic Metal",4.08,10,4.40,134
Malcolm Smith,We Were Here,2014,"Progressive Rock, Neo-Prog, Genesis & Influenced",4.04,8,4.19,19
Maldoror,L'arbre-cimetière,2004,Progressive Rock,4.00,16,3.94,55
Malibran,Oltre L'Ignoto,2001,"Neo-Prog, Progressive Rock, Symphonic, Jethro Tull & Influenced",4.04,27,4.09,51
Malpractice,Turning Tides,2014,"Progressive Metal, Power Metal",4.04,8,4.19,18
Malpractice,Deviation From The Flow,2005,"Progressive Metal, Power Metal",4.05,22,4.14,75
Malpractice,Triangular,2008,"Progressive Metal, Power Metal",4.19,56,4.34,220
Malrun,Oblivion Awaits,2015,"Progressive Metal, Melodic Metal",3.98,1,2.50,4
Malrun,The Empty Frame,2012,"Progressive Metal, Melodic Metal",4.01,1,4.00,3
Mammoth,Innate,2015,,0.00,0,0.00,6
Man On Fire,The Undefined Design,2003,"Progressive Rock, Neo-Prog",4.00,21,3.95,99
Man On Fire,Habitat,2005,"Progressive Rock, Neo-Prog",4.05,65,4.08,309
Man On Fire,Chrysalis,2011,"Progressive Rock, Neo-Prog",4.19,49,4.37,249
Mandroid Echostar,Mandroid Echostar EP,2012,"Progressive Rock, Experimental",4.02,16,4.03,47
Manfred Mann's Earthband,Watch,1978,"Prog Related, Hard Rock, AOR",3.90,24,3.67,30
Manfred Mann's Earthband,Solar Fire  - Special Edition,1973,"Prog Related, Hard Rock, AOR",4.05,36,4.10,148
