artist,album,albumyear,genre,bayesian,votes,rating,played
Manfred Mann's Earthband,Wired,2001,"Prog Related, Hard Rock, AOR",4.09,52,4.15,121
Mangala Vallis,Lycanthrope,2005,"Progressive Rock, Symphonic, Genesis & Influenced",3.93,14,3.64,66
Mangala Vallis,The Book of Dreams,2002,"Progressive Rock, Symphonic, Genesis & Influenced",4.05,24,4.13,77
Mangrove (NL),Facing the Sunset,2005,"Neo-Prog, Progressive Rock, Symphonic",4.03,17,4.06,77
Mangrove (SE),Endless Skies,2009,"Progressive Rock, Psychedelic Rock",3.94,12,3.63,19
Manigance,Signe de Vie (Remaster),2003,"Progressive Metal, Technical DTI",0.00,0,0.00,19
Manigance,L'ombre Et La Lumiere,2006,"Progressive Metal, Technical DTI",4.02,31,4.03,73
Manitou,Entrance,1995,"Melodic Metal, Technical Metal, Thrash",3.92,26,3.75,85
Manticora,The Black Circus,2006,"Progressive Metal, Power Metal",3.95,16,3.75,46
Manticora,Darkness With Tales To Tell,2001,"Progressive Metal, Power Metal",4.00,4,3.75,20
Manticora,Roots of Eternity,1999,"Progressive Metal, Power Metal",4.02,4,4.13,15
Manticora,8 Deadly Sins,2004,"Progressive Metal, Power Metal",4.06,16,4.22,53
Marbin,Last Chapter of Dreaming,2013,"Jazz Fusion, Instrumental",3.95,11,3.68,18
Marbin,Agressive Hippies,2015,"Jazz Fusion, Instrumental",4.01,3,4.00,12
Marbin,The Third Set,2014,"Jazz Fusion, Instrumental",4.04,12,4.13,27
Marc Bonilla,EE Ticket,1991,"Guitar Oriented Rock, Instrumental",3.97,17,3.82,19
Marc Bonilla,American Matador,1993,"Guitar Oriented Rock, Instrumental",4.03,16,4.06,25
Marcel Coenen,Colour Journey,2006,"Guitar Oriented Metal, Shred, Instrumental",3.94,56,3.87,188
Marching Mind,The Sickness & The Theory,2012,Heavy Prog,4.07,24,4.19,45
Marco Ferrigno,Hanging Gardens,2006,"Heavy Prog-Fusion, Guitar Oriented Metal, Instrumental",3.98,11,3.82,102
Marco Sfogli,There's Hope,2007,"Heavy Prog-Fusion, Guitar Oriented Metal, Instrumental",4.12,73,4.19,118
Marcus Jidell,Pictures From A Time Traveller,2013,"Guitar Oriented Metal, Shred, Instrumental",4.04,11,4.14,21
Margin,Psychedelic Teatime,2014,"Psychadelic Rock, Space Rock",4.06,20,4.17,33
Marillion,Script For A Jester's Tear (Disc 2),1983,"Neo-Prog, Progressive Rock, Symphonic",3.94,49,3.86,190
Marillion,Sounds That Can't Be Made,2012,"Neo-Prog, Progressive Rock, Symphonic",3.97,16,3.81,21
Marillion,Holidays In Eden CD 2,1991,"Neo-Prog, Progressive Rock, Symphonic",4.00,5,3.90,10
Marillion,Holidays In Eden CD 1,1991,"Neo-Prog, Progressive Rock, Symphonic",4.02,4,4.13,14
Marillion,marillion.com,1999,"Neo-Prog, Progressive Rock, Symphonic",4.03,38,4.04,87
Marillion,This Strange Engine,1997,"Neo-Prog, Progressive Rock, Symphonic",4.03,11,4.09,18
Marillion,Radiation,1998,"Neo-Prog, Progressive Rock, Symphonic",4.04,8,4.19,15
Marillion,"Happiness Is The Road - Essence (Disc 1) Happiness Is The Road, Volume 1: Essence",2008,"Neo-Prog, Progressive Rock, Symphonic",4.04,17,4.12,48
Marillion,Somewhere Else,2007,"Neo-Prog, Progressive Rock, Symphonic",4.05,25,4.12,62
Marillion,Fugazi,1984,"Neo-Prog, Progressive Rock, Symphonic",4.09,72,4.15,207
Marillion,B'Sides Themselves,1988,"Neo-Prog, Progressive Rock, Symphonic",4.12,43,4.23,114
Marillion,"Happiness Is The Road - Essence (Disc 2) Happiness Is The Road, Volume 2: The Hard Shoulder",2008,"Neo-Prog, Progressive Rock, Symphonic",4.13,34,4.29,64
Marillion,Clutching At Straws,1987,"Neo-Prog, Progressive Rock, Symphonic",4.17,91,4.25,216
Marillion,Misplaced Childhood,1985,"Neo-Prog, Progressive Rock, Symphonic",4.18,129,4.24,379
Marillion,Marbles,2004,"Neo-Prog, Progressive Rock, Symphonic",4.22,87,4.33,356
Marillion,Seasons End,1989,"Neo-Prog, Progressive Rock, Symphonic",4.23,73,4.37,172
Marillion,Script For A Jester's Tear,1983,"Neo-Prog, Progressive Rock, Symphonic",4.31,108,4.44,435
Marillion,Brave,1994,"Neo-Prog, Progressive Rock, Symphonic",4.31,68,4.53,326
Mark Wingfield,Proof Of Light,2015,"Jazz Fusion, Instrumental",4.00,4,3.75,4
Mars Hollow,Mars Hollow,2010,Progressive Rock,4.00,32,3.97,77
Mars Hollow,World In Front Of Me,2011,Progressive Rock,4.01,19,4.00,68
Martin Orford,The Old Road,2008,Progressive Rock,4.14,111,4.19,303
Marty Friedman,Introduction,1994,"Guitar Oriented Metal, Shred, Instrumental",3.98,32,3.92,105
Marty Friedman,True Obsessions,1996,"Guitar Oriented Metal, Shred, Instrumental",4.02,7,4.07,22
Marty Friedman,Scenes,1992,"Guitar Oriented Metal, Shred, Instrumental",4.09,23,4.26,44
Marty Friedman,Dragon's Kiss,1988,"Guitar Oriented Metal, Shred, Instrumental",4.14,36,4.32,154
Marygold,The Guns Of Marygold,2006,"Neo-Prog, Progressive Rock, Symphonic",3.84,27,3.52,68
Maschine,Rubidium,2013,"Neo-Prog, Progressive Rock",4.15,42,4.31,101
Masquerade,Flux,2001,"Progressive Metal, Melodic Metal",3.91,17,3.62,25
Masquerade,Surface Of Pain,1994,"Progressive Metal, Melodic Metal",3.96,8,3.63,48
Massimo Izzizzari,Unstable Balance,2007,"Guitar Oriented Metal, Prog-Fusion, Shred, Instrumental",4.01,30,4.00,315
Massimo Izzizzari,Electrifying,2011,"Guitar Oriented Metal, Prog-Fusion, Shred, Instrumental",4.01,9,4.00,62
Master Castle,The Phoenix,2009,"Progressive Metal, Power Metal, Female Fronted",3.97,19,3.87,29
Master Castle,Dangerous Diamonds,2011,"Progressive Metal, Power Metal, Female Fronted",3.98,8,3.75,13
Master Castle,On Fire,2013,"Progressive Metal, Power Metal, Female Fronted",3.99,6,3.75,8
Master Castle,Dangerous Diamonds,2011,,4.00,2,3.75,1
Master Massive,The Pendulum,2015,"Progressive Metal, Heavy Metal, Epic",0.00,0,0.00,36
Mastermind,Insomnia,2010,"Heavy Prog, Eclectic Prog, Prog-Fusion",3.94,24,3.77,101
Mastermind,Mastermind IV - Until Eternity,1996,"Heavy Prog, Eclectic Prog, Prog-Fusion",4.00,10,3.95,18
Mastermind,Vol. 1,1990,"Heavy Prog, Eclectic Prog, Prog-Fusion",4.00,3,3.83,6
Mastermind,Vol. 2 - Brainstorm,1991,"Heavy Prog, Eclectic Prog, Prog-Fusion",4.07,8,4.37,24
Mastermind,Broken,2006,"Heavy Prog, Eclectic Prog, Prog-Fusion",4.09,18,4.28,71
Mastermind,Angels Of The Apocalypse,2000,"Heavy Prog, Eclectic Prog, Prog-Fusion",4.09,36,4.19,69
Mastermind,Excelsior!,1999,"Heavy Prog, Eclectic Prog, Prog-Fusion",4.24,68,4.40,254
Masterplan,Time To Be King,2010,"Progressive Metal, Power Metal",3.99,7,3.79,39
Masterplan,Mk II,2007,"Progressive Metal, Power Metal",4.14,43,4.28,114
Mastodon,Leviathan,2004,"Progressive Metal, Death Metal, Thrash",0.00,0,0.00,191
Mastodon,Crack The Skye,2009,"Progressive Metal, Death Metal, Thrash",3.96,25,3.86,94
Matt Harnett,Enigma,2013,"Progressive Metal, Instrumental",4.00,7,3.93,15
Matt Stevens,Ghost.,2010,"Guitar Oriented Rock, Instrumental",3.92,15,3.60,43
Matthew Parmenter,Horror Express,2008,"Progressive Rock, Symphonic, Genesis & Influenced",3.82,45,3.61,60
Mattias 'IA' Eklundh,Freak Guitar,1999,"Guitar Oriented Metal, Instrumental",3.94,72,3.88,104
Mattias 'IA' Eklundh,Freak Guitar - The Road Less Traveled,2004,"Guitar Oriented Metal, Instrumental",3.97,174,3.96,525
Mattias 'IA' Eklundh,Freak Guitar - The Smorgasbord (Disk 1),2013,"Guitar Oriented Metal, Instrumental",4.01,41,4.00,76
Mattias 'IA' Eklundh,Freak Guitar - The Smorgasbord (Disk 2),2013,"Guitar Oriented Metal, Instrumental",4.06,40,4.11,95
Mattsson,War,2005,"Progressive Metal, Guitar Oriented Metal, Neo Classical",3.99,23,3.93,155
Mattsson,Aurora Borealis,2011,Progressive Metal,4.00,7,3.86,10
Mattsson,Tango,2010,"Progressive Metal, Guitar Oriented Metal, Neo Classical",4.02,6,4.08,17
Mattsson,Epicentre,2013,"Progressive Metal, Guitar Oriented Metal, Neo Classical",4.03,2,4.50,14
Mattsson,Dream Child,2008,"Progressive Metal, Guitar Oriented Metal, Neo Classical",4.08,21,4.24,52
Max Pie,Eight Pieces - One World,2014,Progressive Metal,4.01,2,4.00,12
Maximum Indifference,Maximum Indifference,1996,"Heavy Prog, Instrumental, Rush and Rush Influenced",4.01,76,4.01,330
Maximum Indifference,Maximum Indifference,1996,"Heavy Prog, Instrumental, Rush and Rush Influenced",4.01,75,4.01,320
Maximum Indifference,The Transmutations of Supposed Angels or Beings that were once Girls,2000,"Heavy Prog, Instrumental, Rush and Rush Influenced",4.31,229,4.37,1429
Maximum Indifference,The Transmutations of Supposed Angels or Beings that were once Girls,2000,"Heavy Prog, Instrumental, Rush and Rush Influenced",4.31,231,4.37,1421
Mayadome,Paranormal Activity,1996,"Progressive Metal, Technical DTI",4.08,37,4.18,152
Mayadome,Near Life Experience,1999,"Progressive Metal, Technical DTI",4.11,26,4.29,131
Maze Of Sound,Sunray,2014,Crossover Prog,4.00,5,3.90,22
Meander,Sithonia,2011,"Heavy Prog, Atmospheric, Dark, Instrumental",4.02,10,4.05,17
Meandering Mine,Neanderthal Nein,2015,"Progressive Metal, Experimental, Post Metal",3.98,4,3.50,11
Mechanical Butterfly,The Irresistible Gravity,2014,"Heavy Prog, Symphonic, Flute Oriented, Jethro Tull & Influenced",4.03,8,4.12,16
Mechanical Butterfly,Mechanical Butterfly,2009,"Heavy Prog, Symphonic, Flute Oriented, Jethro Tull & Influenced",4.09,32,4.20,161
Mechanical Organic,This Global Hive: Part One,2012,Progressive Metal,4.00,4,3.88,8
Mechanical Organic,The Global Hive Part Two,2014,Progressive Metal,4.05,9,4.22,23
Mechanical Poet,Woodland Prattlers,2004,Progressive Metal,3.98,29,3.93,105
Medeski Martin And Wood,Shack-man,1996,"Jazz Fusion, Instrumental",4.00,18,3.94,59
Mehida,The Eminent Storm,2009,"Progressive Metal, Melodic Metal",3.92,8,3.31,18
Mehida,Blood &Water,2007,"Progressive Metal, Melodic Metal",4.00,12,3.96,21
Mekong Delta,Wanderer On The Edge Of Time,2010,"Progressive Metal, Power Metal",4.08,62,4.14,354
Melodramus,Two: Glass Apple,2010,"Progressive Metal, Melodic Metal",4.06,145,4.07,527
Melodramus,30 Silver Pieces,2007,"Progressive Metal, Melodic Metal",4.13,192,4.16,798
Melora Rain,Rushing Sunset,2006,"Progressive Metal, Symphonic",4.02,14,4.04,57
Melted Space,The Great Lie,2015,"Progressive Metal, Death Metal",3.95,4,3.13,9
Memento Waltz,Antithesis of Time,2011,"Progressive Metal, Power Metal",4.09,27,4.24,110
Memento Waltz,Division By Zero,2013,"Progressive Metal, Power Metal",4.10,15,4.40,41
Memoira,Memoira,2008,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",4.05,24,4.12,38
Menace,Impact Velocity,2014,,0.00,0,0.00,3
Menahem,Angels And Shadows,2008,"Progressive Metal, Melodic Metal",4.09,106,4.13,497
Mendel,SHWTD,2014,"Progressive Metal, Instrumental",0.00,0,0.00,4
Mendel,Subliminal Colors,2012,"Progressive Metal, Instrumental",3.97,21,3.88,24
Mercenary,Metamorphosis,2011,"Progressive Metal, Technical Metal, Thrash",3.90,25,3.66,24
Mercenary,Architect of Lies,2008,"Progressive Metal, Technical Metal, Thrash",4.09,48,4.18,74
Mercenary,11 Dreams,2004,"Progressive Metal, Technical Metal, Thrash",4.18,94,4.26,251
Mercenary,The Hours That Remain,2006,"Progressive Metal, Technical Metal, Thrash",4.22,149,4.28,382
Mercury Rising,Upon Deaf Ears,1994,"Progressive Metal, Melodic Metal, Queensryche and Influenced",3.96,22,3.84,71
Mercury Rising,Building Rome,1998,"Progressive Metal, Melodic Metal, Queensryche and Influenced",4.02,8,4.06,16
Mercury Tide,Why?,2003,"Prog Related, Melodic Metal",3.98,23,3.91,158
Mermaid Kiss,Salt On Skin,2006,Rock,3.93,21,3.74,86
Mermaid Kiss,Etarlis,2007,Celtic,4.11,69,4.18,222
Metal Jam,The Prayer,2004,"Progressive Metal, Melodic Metal",3.97,26,3.88,57
Metamorfosi,Inferno,1973,"Progressive Rock, Symphonic Italian School",4.02,16,4.03,53
Metamorphosis,Dark,2009,"Neo-Prog, Progressive Rock, Symphonic, Dark, Pink Floyd and Influenced",4.19,101,4.28,379
Metaphysics,Beyond The Nightfall,2012,Progressive Metal,4.04,15,4.13,46
Methexis,Suiciety,2015,Crossover Prog,0.00,0,0.00,5
Methexis,The Fall Of Bliss,2011,Crossover Prog,0.00,0,0.00,1
Metro Society,A Journey In Paris,2007,"Progressive Metal, Melodic Metal",4.00,28,3.98,88
Meyvn,Splintered Skies,2006,Progressive Metal,4.04,16,4.12,75
Miasma & the Carousel of Headless Horses,Perils,2005,"RIO/Avant-Prog, Instrumental",4.06,27,4.15,90
Michael Harris,Ego Decimation Profile (remixed and remastered),2007,"Guitar Oriented Metal, Instrumental, Progressive Metal",3.95,19,3.79,25
Michael Harris,Defense Mechanizms,1991,"Guitar Oriented Metal, Instrumental, Progressive Metal",3.98,11,3.82,29
Michael Harris,Orchestrate,2006,"Guitar Oriented Metal, Instrumental, Progressive Metal",4.00,25,3.96,89
Michael Harris,Words Collide,2003,"Guitar Oriented Metal, Instrumental, Progressive Metal",4.02,15,4.03,49
Michael Harris,Distorted Views,1999,"Guitar Oriented Metal, Instrumental, Progressive Metal",4.04,8,4.19,23
Michael Harris,Sketches From The Thought Chamber,2001,"Guitar Oriented Metal, Instrumental, Progressive Metal",4.05,58,4.09,262
Michael Harris,Tranz-Fused,2010,"Guitar Oriented Metal, Instrumental, Progressive Metal",4.06,20,4.17,42
Michael Harris,Hurricane X,2003,"Guitar Oriented Metal, Instrumental, Progressive Metal",4.07,14,4.29,41
Michael Hedges,Oracle.,1996,"Guitar Oriented Rock, Instrumental, Ambient",4.00,9,3.94,22
Michael Hedges,Torched,1999,"Guitar Oriented Rock, Instrumental, Ambient",4.04,16,4.13,68
Michael Manring,Thonk,1994,"Jazz Fusion, Guitar Oriented Rock, Instrumental",4.13,85,4.19,272
Michael Pinnella,Enter By The Twelfth Gate,2004,"Neo Classical, Symphonic, Keyboard Oriented, Instrumental",4.20,46,4.40,132
Michael Romeo,The Dark Chapter,2000,"Progressive Metal, Guitar Oriented Metal, Neo Classical, Shred",4.19,68,4.32,262
Midnattsol,Nordlys (Limited Edition),2008,"Melodic Metal, Goth Doom, Nordic, Female Fronted",4.06,28,4.14,43
Midnattsol,Where Twilight Dwells,2005,"Melodic Metal, Goth Doom, Nordic, Female Fronted",4.13,52,4.24,260
Mike Keneally,hat,1993,"Progressive Rock, RIO/Avant-Prog, Eclectic Prog",3.97,38,3.91,79
Mike Oldfield,Hergest Ridge,1974,"Crossover Prog, Ambient",0.00,0,0.00,0
Mike Oldfield,Ommadawn,1975,"Crossover Prog, Ambient",3.92,21,3.69,37
Mike Oldfield,Tubular Bells III,1998,"Crossover Prog, Ambient",3.95,33,3.85,59
Mike Oldfield,The Songs Of Distant Earth,1994,"Crossover Prog, Ambient",4.05,14,4.18,31
Mike Oldfield,Tubular Bells,1973,"Crossover Prog, Ambient",4.08,36,4.17,44
Mike Oldfield,Tubular Bells 2003,2003,"Crossover Prog, Ambient",4.14,36,4.32,64
Mike Rutherford,Smallcreep's Day,1980,"Progressive Rock, Symphonic, Genesis & Influenced",4.19,38,4.42,107
Mile Marker Zero,Mile Marker Zero,2009,Progressive Metal,4.00,5,3.90,11
Mile Marker Zero,Young Rust,2014,Progressive Metal,4.04,4,4.38,15
Millenium,Ego,2013,"Neo-Prog, Progressive Rock",0.00,0,0.00,54
Millenium,Interdead,2008,"Neo-Prog, Progressive Rock",4.00,5,3.90,11
Millenium,Numbers And The Big Dream Of Mr Sunders,2006,"Neo-Prog, Progressive Rock",4.00,3,3.83,7
Millenium,In Search Of The Perfect Melody,2014,"Neo-Prog, Progressive Rock",4.02,2,4.25,5
Millenium,Puzzles,2011,"Neo-Prog, Progressive Rock",4.03,2,4.50,7
Millenium,Exist,2008,"Neo-Prog, Progressive Rock",4.04,7,4.21,11
Millenium,Déjà Vu,2004,"Neo-Prog, Progressive Rock",4.04,3,4.50,11
Mind Key,Habemus Poland - Live In Katowice,2006,Progressive Metal,3.97,7,3.64,33
Mind Key,Pulse for a Graveheart,2009,Progressive Metal,4.08,33,4.17,72
Mind Key,Journey Of A Rough Diamond,2004,Progressive Metal,4.09,52,4.15,148
Mind's Eye,Waiting For The Tide,2006,Progressive Rock,0.00,0,0.00,10
Mind's Eye,Into The Unknown,1998,Progressive Rock,0.00,0,0.00,40
Mind's Eye,Waiting For The Tide,2006,Progressive Rock,0.00,0,0.00,60
Mind's Eye,1994 / The Afterglow,2008,Progressive Rock,3.68,72,3.44,49
Mind's Eye,A Gentleman's Hurricane,2007,Progressive Rock,4.01,26,4.00,49
Mind's Eye,A Work Of Art,2005,Progressive Rock,4.01,14,4.00,97
Mind's Eye,A Work Of Art,2005,Progressive Rock,4.05,5,4.40,10
Mind's Eye,Walking on H20,2006,Progressive Rock,4.33,204,4.41,886
Mindcage,Our Own Devices,2013,Progressive Metal,4.01,9,4.00,29
Mindfields Factory,Ice Age 2085,2011,Progressive Metal,4.11,10,4.55,37
Mindflow,With Bare Hands,2011,Progressive Metal,4.01,24,4.00,77
Mindflow,365,2010,Progressive Metal,4.04,21,4.10,67
Mindflow,Mind Over Body,2006,Progressive Metal,4.08,37,4.18,117
Mindflow,Destructive Device,2008,Progressive Metal,4.10,112,4.14,374
Mindflow,Just The Two Of Us... Me And Them,2004,Progressive Metal,4.14,51,4.25,529
Mindflowers,Nuances,2005,"Jazz Fusion, Instrumental",4.05,53,4.08,128
Mindflowers,Improgressive,2002,"Jazz Fusion, Instrumental",4.15,54,4.27,122
Mindgames,Paradox of Choice,2015,"Neo-Prog, Progressive Rock, Symphonic",4.01,3,4.00,5
Mindgames,International Daylight,2002,"Neo-Prog, Progressive Rock, Symphonic",4.03,19,4.05,51
Mindgames,MMX,2009,"Neo-Prog, Progressive Rock, Symphonic",4.05,20,4.13,23
Mindgames,Actors In A Play,2006,"Neo-Prog, Progressive Rock, Symphonic",4.22,66,4.37,270
Mindmaze,Mask of Lies,2013,"Progressive Metal, Power Metal",4.00,5,3.90,16
Mindmovie,An Ocean Of Dreams,2008,"Post Rock, Ambient",4.22,53,4.41,245
Mindsplit,Charmed Human Art of Significance,2010,"Progressive Metal, Technical DTI",3.99,13,3.88,25
MindTech,Elements of Warfare,2013,Progressive Metal,4.03,14,4.07,37
Mindwarp Chamber,Supernova,2010,"Progressive Metal, Melodic Metal",3.99,14,3.89,22
Mindwarp Chamber,Delusional Reality,2008,"Progressive Metal, Melodic Metal",4.03,43,4.05,78
Mindwarp Chamber,Skeptic's Eye (Ltd. Edition EP),2007,"Progressive Metal, Melodic Metal",4.16,66,4.27,200
Mindwaves,Ivory Castle,2007,Progressive Rock,4.02,38,4.03,56
Miosis,Albedo Abduction,2008,"Progressive Metal, Post Metal",4.00,31,3.97,44
Mirage,Borderline,2008,"Prog-Fusion, Symphonic, Female Fronted",3.96,7,3.57,10
Mirage,Tales From The Green Sofa,2004,"Prog-Fusion, Symphonic, Female Fronted",4.09,24,4.23,63
Miroist,The Pledge,2012,"Post Metal, Progressive Metal",3.96,8,3.62,10
Miroist,CURVE,2014,"Post Metal, Progressive Metal",4.01,2,4.00,5
Misconception,Undercurrent,1996,"Progressive Metal, Technical Metal",3.97,8,3.69,44
Miserium,Return To Grace,2013,"Progressive Metal, Death Metal",0.00,0,0.00,5
Misery Inc.,Random End,2005,"Progressive Metal, Melodic Metal, Dark",4.07,54,4.13,295
Missa Mercuria,Missa Mercuria,2002,"Progressive Metal, Melodic Metal, Rock Opera",4.21,67,4.36,429
Mistheria,Dragon Fire,2010,"Progressive Metal, Neo Classical, Keyboard Oriented",4.02,6,4.08,20
Moetar,Entropy Of The Century,2014,Crossover Prog,3.97,9,3.72,12
Mogwai,Happy Songs for Happy People,2003,"Post Rock, Math",3.85,31,3.58,67
Mondo Drag,Mondo Drag,2015,"Progressive Rock, Psychedelic Rock, Space Rock",4.01,1,4.00,10
Monomyth,Monomyth,2013,"Psychedelic Rock, Space Rock",0.00,0,0.00,3
Monomyth,Further,2014,"Psychedelic Rock, Space Rock",4.02,2,4.25,8
Monuments,The Amanuensis,2014,"Progressive Metal, Djent, Math, Death Metal",4.00,5,3.80,15
Moon After Moon,Iron Grey Sea,2013,Progressive Rock,4.01,1,4.00,2
Moon Safari,The Gettysburg Address Disk 2,2012,"Progressive Rock, Symphonic",3.98,10,3.80,10
Moon Safari,Lover's End Pt. III: Skellefteå Serenade,2012,"Progressive Rock, Symphonic",4.01,3,4.00,4
Moon Safari,Himlabacken Vol.1,2013,"Progressive Rock, Symphonic",4.04,12,4.17,35
Moon Safari,A Doorway To Summer,2005,"Progressive Rock, Symphonic",4.05,54,4.07,205
Moon Safari,Lover's End,2010,"Progressive Rock, Symphonic",4.07,7,4.43,19
Moon Safari,Blomljud (CD1),2008,"Progressive Rock, Symphonic",4.11,85,4.16,298
Moon Safari,The Gettysburg Address Disk 1,2012,"Progressive Rock, Symphonic",4.16,13,4.69,15
Moon Safari,Blomljud (CD2),2008,"Progressive Rock, Symphonic",4.20,99,4.30,253
Moonbound,Uncomfortable News From The Moon,2015,"Prog Related, AOR, PT Influenced",0.00,0,0.00,9
Moongarden,Voyeur,2014,"Neo-Prog, Progressive Rock, Symphonic",3.90,12,3.42,19
Moongarden,The Gates Of Omega Disk 1,2001,"Neo-Prog, Progressive Rock, Symphonic",4.01,27,4.00,29
Moongarden,A Vulgar Display Of Prog,2009,"Neo-Prog, Progressive Rock, Symphonic",4.07,55,4.13,127
Moongarden,Round Midnight,2004,"Neo-Prog, Progressive Rock, Symphonic",4.18,102,4.26,420
Moongarden,Songs From The Lighthouse,2008,"Neo-Prog, Progressive Rock, Symphonic",4.22,132,4.30,309
Moongarden,The Gates Of Omega Disk 2,2001,"Neo-Prog, Progressive Rock, Symphonic",4.25,49,4.48,178
Moonlight Agony,Silent Waters,2007,"Progressive Metal, Power Metal",4.01,9,4.00,28
Moonlight Comedy,Dorothy,2007,"Progressive Metal, Melodic Metal",3.95,40,3.86,74
Moonlight Comedy,The Life Inside,2005,"Progressive Metal, Melodic Metal",4.00,13,3.92,43
Moonrise,Soul's Inner Pendulum,2009,"Neo-Prog, Progressive Rock",4.22,59,4.39,220
Moonrise,The Lights of a Distant Bay,2008,"Neo-Prog, Progressive Rock",4.27,54,4.51,249
Moonstone Project,Time To Take A Stand,2006,Progressive Metal,3.92,20,3.67,59
Moonwagon,The Rule Of Three,2015,"Psychedelic Rock, Space Rock",4.00,3,3.67,7
Mörglbl,Grötesk,2007,"Prog-Fusion, Technical, Guitar Oriented Rock, Instrumental",3.83,56,3.66,91
Mörglbl,Toons Tunes From the Past CD 1 (The Morglbl Trio),1998,"Prog-Fusion, Technical, Guitar Oriented Rock, Instrumental",3.95,15,3.73,31
Mörglbl,Toons Tunes From the Past CD 2 (Bienvenue a Morglbl Land),1999,"Prog-Fusion, Technical, Guitar Oriented Rock, Instrumental",3.99,28,3.95,57
Mörglbl,Brütal Römance,2012,"Prog-Fusion, Technical, Guitar Oriented Rock, Instrumental",4.08,19,4.24,57
Mörglbl,Jäzz For The Deaf,2009,"Prog-Fusion, Technical, Guitar Oriented Rock, Instrumental",4.15,63,4.26,170
